"Volgnummer","id_geo","Plaats","Straat","Huisnummer","Toevoeging","Kad. gemeente","Kad. sectie","Kadastraal perceelnr.","Bram","dubbel_bram","geometry","geopackage","dubbel_geo"
"64126","52553","Andijk","Grootslagweg","19","F","Andijk","L","2293","JA",False,"0101000020E610000077B6355DE4F3144073D45F0D205C4A40","JA",False
"64127","52553","Andijk","Grootslagweg","19","G","Andijk","L","2293","JA",False,"0101000020E610000077B6355DE4F3144073D45F0D205C4A40","JA",False
"64128","52553","Andijk","Grootslagweg","19","H","Andijk","L","2293","JA",False,"0101000020E610000077B6355DE4F3144073D45F0D205C4A40","JA",False
"64129","52553","Andijk","Grootslagweg","19","J","Andijk","L","2293","JA",False,"0101000020E610000077B6355DE4F3144073D45F0D205C4A40","JA",False
"64130","52553","Andijk","Grootslagweg","19","K","Andijk","L","2293","JA",False,"0101000020E610000077B6355DE4F3144073D45F0D205C4A40","JA",False
"64131","52553","Andijk","Grootslagweg","19","L","Andijk","L","2293","JA",False,"0101000020E610000077B6355DE4F3144073D45F0D205C4A40","JA",False
"64132","52553","Andijk","Grootslagweg","19","M","Andijk","L","2293","JA",False,"0101000020E610000077B6355DE4F3144073D45F0D205C4A40","JA",False
"64133","52553","Andijk","Grootslagweg","19","N","Andijk","L","2293","JA",False,"0101000020E610000077B6355DE4F3144073D45F0D205C4A40","JA",False
"64134","52553","Andijk","Grootslagweg","19","P","Andijk","L","2293","JA",False,"0101000020E610000077B6355DE4F3144073D45F0D205C4A40","JA",False
"64135","52553","Andijk","Grootslagweg","19","Q","Andijk","L","2293","JA",False,"0101000020E610000077B6355DE4F3144073D45F0D205C4A40","JA",False
"64136","52553","Andijk","Grootslagweg","19","R","Andijk","L","2293","JA",False,"0101000020E610000077B6355DE4F3144073D45F0D205C4A40","JA",False
"64137","52553","Andijk","Grootslagweg","19","S","Andijk","L","2293","JA",False,"0101000020E610000077B6355DE4F3144073D45F0D205C4A40","JA",False
"64138","52553","Andijk","Grootslagweg","19","T","Andijk","L","2293","JA",False,"0101000020E610000077B6355DE4F3144073D45F0D205C4A40","JA",False
"64139","52553","Andijk","Grootslagweg","19","U","Andijk","L","2293","JA",False,"0101000020E610000077B6355DE4F3144073D45F0D205C4A40","JA",False
"64140","52553","Andijk","Grootslagweg","19","V","Andijk","L","2293","JA",False,"0101000020E610000077B6355DE4F3144073D45F0D205C4A40","JA",False
"64141","52553","Andijk","Grootslagweg","19","W","Andijk","L","2293","JA",False,"0101000020E610000077B6355DE4F3144073D45F0D205C4A40","JA",False
"64142","52554","Andijk","Grootslagweg","19","A","Andijk","L","2293","JA",False,"0101000020E6100000662066EE30F31440F7446A9E2A5C4A40","JA",False
"64143","52555","Andijk","Grootslagweg","18","a","Andijk","L","2137","JA",False,"0101000020E61000001B89EFEFDFF21440F93EA25A1E5C4A40","JA",False
"64146","52558","Andijk","Grootslagweg","15","A","Andijk","L","664","JA",False,"0101000020E610000013B2A75225ED1440EE4CEB1B245C4A40","JA",False
"64151","52563","Andijk","Vleetweg","18","B","Andijk","L","2841","JA",False,"0101000020E6100000F216E94998F21440A8740B3FF15C4A40","JA",False
"64152","52564","Andijk","Vleetweg","18","a","Andijk","L","2841","JA",False,"0101000020E61000005F34538887F31440AD21721A005D4A40","JA",False
"64157","52569","Andijk","Veilingweg","8","A","Andijk","L","2027","JA",False,"0101000020E61000009CB38D486AFD1440E18A15D8645D4A40","JA",False
"64158","52569","Andijk","Veilingweg","8","B","Andijk","L","2027","JA",False,"0101000020E61000009CB38D486AFD1440E18A15D8645D4A40","JA",False
"64159","52569","Andijk","Veilingweg","8","C","Andijk","L","2027","JA",False,"0101000020E61000009CB38D486AFD1440E18A15D8645D4A40","JA",False
"64160","52569","Andijk","Veilingweg","8","D","Andijk","L","2027","JA",False,"0101000020E61000009CB38D486AFD1440E18A15D8645D4A40","JA",False
"64161","52569","Andijk","Veilingweg","8","E","Andijk","L","2027","JA",False,"0101000020E61000009CB38D486AFD1440E18A15D8645D4A40","JA",False
"64162","52569","Andijk","Veilingweg","8","F","Andijk","L","2027","JA",False,"0101000020E61000009CB38D486AFD1440E18A15D8645D4A40","JA",False
"64163","52569","Andijk","Veilingweg","8","G","Andijk","L","2027","JA",False,"0101000020E61000009CB38D486AFD1440E18A15D8645D4A40","JA",False
"64164","52569","Andijk","Veilingweg","8","H","Andijk","L","2027","JA",False,"0101000020E61000009CB38D486AFD1440E18A15D8645D4A40","JA",False
"64165","52569","Andijk","Veilingweg","8","K","Andijk","L","2027","JA",False,"0101000020E61000009CB38D486AFD1440E18A15D8645D4A40","JA",False
"64166","52569","Andijk","Veilingweg","8","M","Andijk","L","2027","JA",False,"0101000020E61000009CB38D486AFD1440E18A15D8645D4A40","JA",False
"64167","52569","Andijk","Veilingweg","8","N","Andijk","L","2027","JA",False,"0101000020E61000009CB38D486AFD1440E18A15D8645D4A40","JA",False
"64168","52569","Andijk","Veilingweg","8","P","Andijk","L","2027","JA",False,"0101000020E61000009CB38D486AFD1440E18A15D8645D4A40","JA",False
"64169","52569","Andijk","Veilingweg","8","Q","Andijk","L","2027","JA",False,"0101000020E61000009CB38D486AFD1440E18A15D8645D4A40","JA",False
"64170","52569","Andijk","Veilingweg","8","R","Andijk","L","2027","JA",False,"0101000020E61000009CB38D486AFD1440E18A15D8645D4A40","JA",False
"64171","52569","Andijk","Veilingweg","8","S","Andijk","L","2027","JA",False,"0101000020E61000009CB38D486AFD1440E18A15D8645D4A40","JA",False
"64175","52573","Andijk","Vleetweg","23","A","Andijk","L","1037","JA",False,"0101000020E6100000A4D9279193F61440C016C90F225D4A40","JA",False
"64177","52575","Andijk","Vleetweg","17","A","Andijk","L","651","JA",False,"0101000020E6100000EE0BA959F9F014402E7AD7CC0B5D4A40","JA",False
"64178","52576","Andijk","Vleetweg","17","B","Andijk","L","651","JA",False,"0101000020E6100000A8331B10B6F0144030B40732145D4A40","JA",False
"64184","52582","Andijk","Cornelis Kuinweg","24","B","Andijk","L","2398","JA",False,"0101000020E61000009C8FED9647ED14401450FDC5AB5D4A40","JA",False
"64185","52583","Andijk","Cornelis Kuinweg","24","A","Andijk","L","2398","JA",False,"0101000020E61000009CDC83E485ED1440DFB63582AE5D4A40","JA",False
"64188","52586","Andijk","Cornelis Kuinweg","28","A","Andijk","L","979","JA",False,"0101000020E61000004C5FEAF23BF0144018633A5BB45D4A40","JA",False
"64192","52590","Andijk","Cornelis Kuinweg","48","A","Andijk","L","1609","JA",False,"0101000020E6100000654EEB97DFFB14403CE38764BA5D4A40","JA",False
"64194","52592","Andijk","Cornelis Kuinweg","33","F","Andijk","L","1589","JA",False,"0101000020E610000038D3C1423EF21440768ECEB7CE5D4A40","JA",False
"64195","52592","Andijk","Cornelis Kuinweg","33","G","Andijk","L","1589","JA",False,"0101000020E610000038D3C1423EF21440768ECEB7CE5D4A40","JA",False
"64196","52592","Andijk","Cornelis Kuinweg","33","H","Andijk","L","1589","JA",False,"0101000020E610000038D3C1423EF21440768ECEB7CE5D4A40","JA",False
"64197","52592","Andijk","Cornelis Kuinweg","33","K","Andijk","L","1589","JA",False,"0101000020E610000038D3C1423EF21440768ECEB7CE5D4A40","JA",False
"64198","52592","Andijk","Cornelis Kuinweg","33","L","Andijk","L","1589","JA",False,"0101000020E610000038D3C1423EF21440768ECEB7CE5D4A40","JA",False
"64199","52592","Andijk","Cornelis Kuinweg","33","M","Andijk","L","1589","JA",False,"0101000020E610000038D3C1423EF21440768ECEB7CE5D4A40","JA",False
"64200","52592","Andijk","Cornelis Kuinweg","33","N","Andijk","L","1589","JA",False,"0101000020E610000038D3C1423EF21440768ECEB7CE5D4A40","JA",False
"64201","52593","Andijk","Cornelis Kuinweg","33","A","Andijk","L","1589","JA",False,"0101000020E61000009B6FE2DDB9F11440BC7C2AC1E55D4A40","JA",False
"64202","52594","Andijk","Cornelis Kuinweg","33","B","Andijk","L","1589","JA",False,"0101000020E610000089BC1E0CBCF11440C49DEC34E85D4A40","JA",False
"64203","52595","Andijk","Cornelis Kuinweg","33","C","Andijk","L","1589","JA",False,"0101000020E610000043312710B7F11440383E5B72EA5D4A40","JA",False
"64204","52596","Andijk","Cornelis Kuinweg","33","D","Andijk","L","1589","JA",False,"0101000020E6100000EAF26B42B4F114401F9438F8EC5D4A40","JA",False
"64205","52597","Andijk","Cornelis Kuinweg","33","E","Andijk","L","1589","JA",False,"0101000020E610000018106E03B3F1144046B7A635EF5D4A40","JA",False
"64208","52600","Andijk","Cornelis Kuinweg","29","A","Andijk","L","3056","JA",False,"0101000020E6100000A11BBC2709EB1440C04B7DE1E95D4A40","JA",False
"64209","52601","Andijk","Cornelis Kuinweg","29","B","Andijk","L","2756","JA",False,"0101000020E610000055D1DB76F6EA1440CBC78B2EED5D4A40","JA",False
"64238","52628","Andijk","Elsenburg","31","A","Andijk","L","2504","JA",False,"0101000020E61000001AFB6401EE0115403FB674523D5D4A40","JA",False
"64239","52628","Andijk","Elsenburg","31","B","Andijk","L","2504","JA",False,"0101000020E61000001AFB6401EE0115403FB674523D5D4A40","JA",False
"64240","52628","Andijk","Elsenburg","31","C","Andijk","L","2504","JA",False,"0101000020E61000001AFB6401EE0115403FB674523D5D4A40","JA",False
"64241","52628","Andijk","Elsenburg","31","D","Andijk","L","2504","JA",False,"0101000020E61000001AFB6401EE0115403FB674523D5D4A40","JA",False
"64242","52628","Andijk","Elsenburg","31","E","Andijk","L","2504","JA",False,"0101000020E61000001AFB6401EE0115403FB674523D5D4A40","JA",False
"64243","52628","Andijk","Elsenburg","31","F","Andijk","L","2504","JA",False,"0101000020E61000001AFB6401EE0115403FB674523D5D4A40","JA",False
"64244","52628","Andijk","Elsenburg","31","G","Andijk","L","2504","JA",False,"0101000020E61000001AFB6401EE0115403FB674523D5D4A40","JA",False
"64245","52628","Andijk","Elsenburg","31","H","Andijk","L","2504","JA",False,"0101000020E61000001AFB6401EE0115403FB674523D5D4A40","JA",False
"64246","52628","Andijk","Elsenburg","31","K","Andijk","L","2504","JA",False,"0101000020E61000001AFB6401EE0115403FB674523D5D4A40","JA",False
"64247","52628","Andijk","Elsenburg","31","M","Andijk","L","2504","JA",False,"0101000020E61000001AFB6401EE0115403FB674523D5D4A40","JA",False
"64248","52628","Andijk","Elsenburg","31","N","Andijk","L","2504","JA",False,"0101000020E61000001AFB6401EE0115403FB674523D5D4A40","JA",False
"64249","52628","Andijk","Elsenburg","31","P","Andijk","L","2504","JA",False,"0101000020E61000001AFB6401EE0115403FB674523D5D4A40","JA",False
"64250","52628","Andijk","Elsenburg","31","Q","Andijk","L","2504","JA",False,"0101000020E61000001AFB6401EE0115403FB674523D5D4A40","JA",False
"64251","52628","Andijk","Elsenburg","31","R","Andijk","L","2504","JA",False,"0101000020E61000001AFB6401EE0115403FB674523D5D4A40","JA",False
"64253","52630","Andijk","Rikkert","2","A","Andijk","L","1610","JA",False,"0101000020E6100000DD624E0DDBFD1440A4F714A9355E4A40","JA",False
"64263","52640","Andijk","Dijkweg","1","a","Andijk","L","103","JA",False,"0101000020E6100000CBA63E753A0415402701A4DF9B5F4A40","JA",False
"64281","52658","Andijk","Dijkweg","20","a","Andijk","L","1682","JA",False,"0101000020E6100000ABFEEA6EFDFA14404E5A98972E5F4A40","JA",False
"64312","52689","Andijk","Dijkweg","60","a","Andijk","L","2364","JA",False,"0101000020E61000001DD84F2300F01440AA7EE8DEA05F4A40","JA",False
"64335","52711","Andijk","Dijkweg","83","a","Andijk","L","2305","JA",False,"0101000020E61000000EEAA9766FED14402E8E72AF07604A40","JA",False
"64336","52711","Andijk","Dijkweg","83","b","Andijk","L","2305","JA",False,"0101000020E61000000EEAA9766FED14402E8E72AF07604A40","JA",False
"64337","52711","Andijk","Dijkweg","83","c","Andijk","L","2305","JA",False,"0101000020E61000000EEAA9766FED14402E8E72AF07604A40","JA",False
"64356","52730","Andijk","Dijkweg","102","A","Andijk","L","1493","JA",False,"0101000020E610000075D0E825D1EB1440330CF88D30604A40","JA",False
"64364","52738","Andijk","Dijkweg","109","A","Andijk","L","261","JA",False,"0101000020E61000009933F88F74EA1440C7A28FE13C604A40","JA",False
"64365","52738","Andijk","Dijkweg","109","B","Andijk","L","261","JA",False,"0101000020E61000009933F88F74EA1440C7A28FE13C604A40","JA",False
"64366","52738","Andijk","Dijkweg","109","C","Andijk","L","261","JA",False,"0101000020E61000009933F88F74EA1440C7A28FE13C604A40","JA",False
"64410","52782","Andijk","Dijkweg","173","A","Andijk","K","3431","JA",False,"0101000020E610000067CC61B5EDE014407279C3A749604A40","JA",False
"64416","52789","Andijk","Dijkweg","180","a","Andijk","K","2401","JA",False,"0101000020E6100000A974A0041FE014404DBAD69B6D604A40","JA",False
"64419","52792","Andijk","Dijkweg","182","A","Andijk","K","549","JA",False,"0101000020E6100000D0F364BF5FDF144095E1EF8264604A40","JA",False
"64426","52799","Andijk","Dijkweg","188","a","Andijk","K","556","JA",False,"0101000020E6100000B686AE9606DE1440A203A1A36A604A40","JA",False
"64428","52801","Andijk","Dijkweg","189","a","Andijk","K","3194","JA",False,"0101000020E6100000EAC86C7196DD1440CCF5538B78604A40","JA",False
"64429","52802","Andijk","Dijkweg","189","b","Andijk","K","3193","JA",False,"0101000020E610000041BE483D60DD1440709CBA8879604A40","JA",False
"64435","52808","Andijk","Dijkweg","197","C","Andijk","K","558","JA",False,"0101000020E6100000C583907CEADC1440EACCE41E6A604A40","JA",False
"64436","52809","Andijk","Dijkweg","197","b","Andijk","K","3854","JA",False,"0101000020E61000001BA696F94FDC14406948383C68604A40","JA",False
"64437","52810","Andijk","Dijkweg","197","a","Andijk","K","3853","JA",False,"0101000020E61000006E62C91132DC1440C52D71BD6E604A40","JA",False
"64441","52814","Andijk","Dijkweg","199","a","Andijk","K","3902","JA",False,"0101000020E6100000EDB5BEE9ECDB1440A0C939435C604A40","JA",False
"64459","52832","Andijk","Dijkweg","218","a","Andijk","K","3719","JA",False,"0101000020E61000003EE700A0A5D7144098CBFACF8C604A40","JA",False
"64460","52833","Andijk","Dijkweg","218","b","Andijk","K","3718","JA",False,"0101000020E6100000AD4AD2A675D7144068C2E9C38C604A40","JA",False
"64461","52834","Andijk","Dijkweg","218","c","Andijk","K","3717","JA",False,"0101000020E6100000272C751761D714406F8660CD8D604A40","JA",False
"64467","52840","Andijk","Dijkweg","223","a","Andijk","K","2982","JA",False,"0101000020E6100000CECE8CBF68D514409CB5005F90604A40","JA",False
"64508","52881","Andijk","Hoekweg","3","B","Andijk","K","3360","JA",False,"0101000020E610000001D01E2D79CF144062B6E9071F604A40","JA",False
"64509","52882","Andijk","Hoekweg","2","B","Andijk","K","89","JA",False,"0101000020E6100000D1D3C71ACACE14407A58CD2D15604A40","JA",False
"64510","52883","Andijk","Hoekweg","2","a","Andijk","K","89","JA",False,"0101000020E6100000482F2B8A8FCE1440608AC2E925604A40","JA",False
"64513","52886","Andijk","Dijkweg","268","B","Andijk","K","3630","JA",False,"0101000020E6100000F79F222349CE1440A671D3141A604A40","JA",False
"64514","52887","Andijk","Dijkweg","268","C","Andijk","K","3630","JA",False,"0101000020E610000043EA02D45BCE1440588EC9F517604A40","JA",False
"64516","52889","Andijk","Dijkweg","268","A","Andijk","K","3630","JA",False,"0101000020E6100000326469B3F9CD14406DE9F22621604A40","JA",False
"64523","52896","Andijk","Dijkweg","273","a","Andijk","K","3398","JA",False,"0101000020E61000009D63E579A0CB14400DA5401104604A40","JA",False
"64525","52898","Andijk","Dijkweg","274","A","Andijk","K","4267","JA",False,"0101000020E6100000F7BE94AAEDCA144020DE2456FC5F4A40","JA",False
"64527","52900","Andijk","Dijkweg","275","a","Andijk","K","4736","JA",False,"0101000020E6100000758C4A8182CA1440593A80B7F75F4A40","JA",False
"64528","52901","Andijk","Dijkweg","275","B","Andijk","K","71","JA",False,"0101000020E6100000B54B9BB380CB1440C7035BC9E25F4A40","JA",False
"64558","52930","Andijk","Dijkweg","305","A","Andijk","K","4131","JA",False,"0101000020E6100000619A32869BC21440D547DFE8A25F4A40","JA",False
"64573","52944","Andijk","Dijkweg","319","A","Andijk","K","4837","JA",False,"0101000020E610000082A6AAC40EBE1440143CA2356B5F4A40","JA",False
"64575","52946","Andijk","Dijkweg","321","A","Andijk","K","648","JA",False,"0101000020E6100000124F58C08ABE1440B6AC6B99655F4A40","JA",False
"64593","52964","Andijk","Dijkweg","339","a","Andijk","K","3008","JA",False,"0101000020E6100000FF27096012BC144067EB91C8105F4A40","JA",False
"64596","52967","Andijk","Dijkweg","340","a","Andijk","K","3501","JA",False,"0101000020E61000009609600F76BC14401211FD10115F4A40","JA",False
"64609","52980","Andijk","Dijkweg","356","a","Andijk","K","3700","JA",False,"0101000020E6100000D86B29A393B714401AE43420B55E4A40","JA",False
"64610","52981","Andijk","Dijkweg","356","b","Andijk","K","3701","JA",False,"0101000020E61000003FD768416EB71440AD6EFCA2B15E4A40","JA",False
"64611","52982","Andijk","Dijkweg","356","c","Andijk","K","3702","JA",False,"0101000020E61000001034277F49B714403C6AC325AE5E4A40","JA",False
"64612","52983","Andijk","Dijkweg","356","d","Andijk","K","3703","JA",False,"0101000020E6100000A6BC68DE22B714403FFFADC0AA5E4A40","JA",False
"64613","52984","Andijk","Dijkweg","356","e","Andijk","K","3704","JA",False,"0101000020E6100000FC3784AB12B7144058AAA162A95E4A40","JA",False
"64647","53012","Andijk","Proefpolder","2","B","Andijk","K","3617","JA",False,"0101000020E6100000099F664721C01440A8A825B2B55F4A40","JA",False
"64648","53012","Andijk","Proefpolder","2","C","Andijk","K","3617","JA",False,"0101000020E6100000099F664721C01440A8A825B2B55F4A40","JA",False
"64649","53012","Andijk","Proefpolder","2","D","Andijk","K","3617","JA",False,"0101000020E6100000099F664721C01440A8A825B2B55F4A40","JA",False
"64650","53013","Andijk","Proefpolder","2","E","Andijk","K","3617","JA",False,"0101000020E61000007480AF98D0BF144071554466B45F4A40","JA",False
"64651","53014","Andijk","Proefpolder","2","F","Andijk","K","3617","JA",False,"0101000020E6100000FD1416DBB9BF144047A83298B15F4A40","JA",False
"64652","53015","Andijk","Proefpolder","2","G","Andijk","K","3617","JA",False,"0101000020E61000000909F1F7A9BF1440DE00A675AE5F4A40","JA",False
"64653","53016","Andijk","Proefpolder","2","H","Andijk","K","3617","JA",False,"0101000020E610000082BD69B7F9BF1440C6B5AAD9AF5F4A40","JA",False
"64654","53017","Andijk","Proefpolder","2","K","Andijk","K","3617","JA",False,"0101000020E61000009A78F53F3EC014405420FE73B15F4A40","JA",False
"64655","53018","Andijk","Proefpolder","2","M","Andijk","K","3617","JA",False,"0101000020E6100000330DB6A163C01440C9AB4808B35F4A40","JA",False
"64658","53021","Andijk","Proefpolder","1","a","Andijk","K","2854","JA",False,"0101000020E6100000E1102156DEC91440BF8560D922604A40","JA",False
"64659","53022","Andijk","Proefpolder","2","a","Andijk","K","2855","JA",False,"0101000020E61000005533DB11BCC91440577AAB7324604A40","JA",False
"64660","53023","Andijk","Proefpolder","3","a","Andijk","K","2856","JA",False,"0101000020E61000003A3FA6D58FC91440C459667528604A40","JA",False
